# TERNA average load,,,,,,,,,,,,,,,,,,,,,,,,
# EOP or BOP unclear,,,,,,,,,,,,,,,,,,,,,,,,
# MW,,,,,,,,,,,,,,,,,,,,,,,,
# column is hour of day,,,,,,,,,,,,,,,,,,,,,,,,
Datestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10/10/2014,29168,27577,26640,26266,26432,27867,33115,38636,42944,44611,44769,44684,42541,42266,43039,43129,43060,41697,42570,45553,42687,39041,35410,32268
10/11/2014,29807,28156,27171,26544,26428,26761,28820,31444,34237,36893,36777,36445,34865,33074,32463,32466,32170,32389,34849,38580,36134,33393,31106,28749
10/12/2014,26362,24600,23375,22717,22604,23027,24123,24614,25615,27950,28852,29618,29683,28518,28429,27943,27646,28396,31279,34782,33837,32023,29753,27144
10/13/2014,24836,23321,22743,22419,22898,25043,31002,36686,41437,43724,45108,45496,42398,41925,44596,44539,44479,42744,43188,44799,42182,38833,35005,31432
10/14/2014,28564,26883,26100,25849,26113,27672,33004,38621,43268,45332,45403,45284,43166,42732,43840,44106,43907,42963,44203,46046,43042,39293,35036,31768
10/15/2014,28736,26868,26178,25864,26213,27651,32934,38800,42741,44387,44113,43854,41333,41215,42484,42541,42691,41689,43222,45108,42070,38771,34899,31826
10/16/2014,29043,27294,26465,26120,26314,27887,33089,38739,42841,44477,44713,44623,41859,41740,42270,42365,42059,41662,43107,45213,42198,38775,35063,31879
10/17/2014,29182,27519,26577,26215,26492,28025,33007,38881,42829,45037,45371,45118,42283,42036,42988,42985,42557,41533,43225,45312,42147,38772,35264,32405
10/18/2014,29615,27647,26354,25775,25612,26061,28519,31727,34308,36661,36510,35973,33974,32320,32010,32086,32387,33027,36005,39070,36394,33310,30883,28740
10/19/2014,26081,24117,23019,22658,22459,22795,23912,24494,25883,28217,29069,29063,28918,28335,27881,27892,27825,28072,31462,34696,33203,31577,29134,26587
10/20/2014,23960,22614,22064,22056,22500,24540,30848,36829,41548,43657,43695,43585,40943,41228,42801,43099,43022,41894,43899,45578,42631,39409,35204,32028
10/21/2014,29108,27449,26407,26205,26320,27822,33250,39323,43642,45458,46131,46112,43569,42734,44128,44091,43883,42785,44664,46149,43069,39718,35741,32343
10/22/2014,29411,27592,26781,26409,26656,28055,33368,39071,43594,45801,46126,46002,42901,42669,43718,43751,43236,41571,43452,45272,42131,38579,34464,31124
10/23/2014,28373,26618,25849,25658,25794,27235,32570,38590,42496,44617,44326,43910,41031,40903,41611,41899,42026,41103,43252,44849,42007,38552,34386,31200
10/24/2014,28116,26403,25580,25306,25436,26893,32228,38452,42440,44549,43915,43983,41179,40150,41003,41143,40933,39637,42308,44223,41046,37459,33203,30128
10/25/2014,27551,25287,24071,23559,23292,23812,26159,29430,32031,34841,34908,33826,32499,31560,30402,29826,29739,29997,33989,36260,33848,30927,28579,26446
10/26/2014,24083,22242,21430,20318,20494,21133,21749,23021,26586,28643,29110,28999,28727,27218,27478,26895,26752,29622,32127,32445,31398,29416,26841,24207
10/27/2014,22335,21263,20874,20852,21448,23537,29189,34994,39908,42226,42446,42458,41145,40833,42101,42104,42384,44966,45541,43951,41342,37779,33268,30010
10/28/2014,27375,25997,25071,24821,25010,26819,31779,36993,42229,43948,44270,44050,42148,41339,42371,42695,42910,45881,46467,44978,42132,38497,33975,30726
10/29/2014,27878,26164,25385,25173,25559,27127,32043,37564,42965,44801,44442,44249,42331,41970,42457,42848,43398,46312,46431,44887,42210,38589,34379,30974
10/30/2014,28225,26420,25525,25407,25692,27321,32375,38428,43681,45275,44627,44425,41688,40984,41784,42184,42689,45539,46280,45476,42606,39052,34602,31135
10/31/2014,27918,26167,25541,25094,25402,26936,31691,36788,41952,43802,43793,43623,41158,40562,41305,41386,41295,44517,45062,43416,40328,36713,32966,30875
11/1/2014,27835,25864,24742,23754,23261,23241,23367,24570,27583,29596,30316,30216,29991,28558,28015,27424,27499,32297,35085,35042,33087,30758,28454,26024
11/2/2014,23643,21846,20884,20415,20291,20783,21639,22435,25583,27688,28293,28434,28534,27215,26728,25899,26081,30680,33176,33616,32476,30702,28312,25486
11/3/2014,22987,21627,20909,20799,21312,23413,29062,34104,39503,41377,41742,41392,39511,39772,41203,41621,42238,45280,44973,43775,41041,37584,33225,30105
11/4/2014,27221,25486,24572,24290,24593,26445,31405,37168,42891,45309,45651,45305,42888,42174,43136,43800,44642,47447,46812,44897,41572,38063,33914,30709
11/5/2014,27885,26158,25611,25388,25496,27313,32338,37758,41879,43673,43365,43474,41317,41430,42682,43430,45088,47483,46735,45113,42316,39040,35000,31728
11/6/2014,28746,27004,25962,25695,25991,27677,32636,37935,42411,44275,44486,44661,41752,41641,43043,43891,45258,47865,46690,44897,41821,38516,34664,31371
11/7/2014,28473,26575,25665,25359,25652,27292,32167,37413,42325,44290,44449,44594,41661,40875,41921,42674,43620,46254,46101,44410,41488,37912,34008,31073
11/8/2014,27810,25998,24937,24404,24202,24700,26559,29191,32462,34675,34720,34240,32265,31070,30710,30349,31493,35832,36797,36678,34196,31454,28951,26839
11/9/2014,24771,23190,22316,21837,21597,22081,22747,23209,25645,27865,28670,29267,29008,27810,26699,26768,27683,31645,32615,32969,31714,29953,27748,25341
11/10/2014,23483,22128,21606,21408,21799,24086,29940,36009,41526,43767,43568,43801,40948,41136,42820,43340,44680,47198,45907,44350,41710,38317,33987,30928
11/11/2014,28009,26434,25535,25374,25512,26945,32462,38103,42961,44943,45202,45233,42599,42168,42857,43506,45274,48098,47117,45317,42343,38845,34995,31654
11/12/2014,28790,26815,25975,25728,25973,27618,33120,38956,43923,45803,45633,45781,43314,42553,44195,44565,45894,48535,47660,45941,42833,39356,35040,31966
11/13/2014,28751,26849,25981,25764,25960,27490,32576,37711,42558,44366,44239,44941,42301,42077,42765,43311,44498,47246,46818,45567,42380,38968,35166,31705
11/14/2014,28476,26811,25894,25513,25607,26852,31563,36551,41370,42949,42863,43259,40861,40231,41248,41247,42269,45219,44329,42862,39951,36672,33160,30324
11/15/2014,27316,25240,24239,23685,23666,24510,26784,29503,32896,34874,34835,34588,33672,31937,31773,31703,33361,37113,37690,37320,34913,31948,29488,27277
11/16/2014,25474,23575,22394,21917,21792,22333,23326,23786,25896,28610,29855,30519,30225,28627,27997,27696,28671,32564,33709,34293,33455,31369,28757,26026
11/17/2014,23632,22280,21868,21807,22329,24480,30431,36611,41271,43663,43863,44351,42020,41822,43491,44480,45910,47622,46684,45302,42072,38691,34881,31421
11/18/2014,28649,26941,26233,25718,25735,27348,32875,38641,43358,45640,45903,45683,43284,42695,43350,43692,45145,48176,47502,45860,42681,39321,35278,31818
11/19/2014,28605,26819,26051,25617,25921,27718,33298,39175,43726,45233,45293,45036,42460,42439,43497,43646,45222,48709,47861,46457,43550,39820,35964,32546
11/20/2014,29236,27371,26557,26356,26569,28035,33541,39130,43999,45747,46057,44991,42880,42581,44073,44023,45584,48414,48184,46663,43669,40113,36178,32692
11/21/2014,29313,27235,26464,26037,26393,28203,33425,39265,43747,45395,45683,45427,43128,43065,43480,43894,45302,48388,47567,46022,42971,39307,35419,31957
11/22/2014,28605,26788,25609,25064,24972,25647,28019,31321,34605,36528,36878,36203,34368,32768,32024,32159,33761,37957,38407,38213,35702,32971,30606,28225
11/23/2014,25846,23909,22902,22208,21923,22334,23421,24015,25996,28252,29245,29665,29563,27715,27236,27370,29178,33142,34210,34682,33691,31865,29226,26602
11/24/2014,24071,22570,22019,21906,22521,24747,31294,37420,42207,43927,44037,43657,40987,41011,42552,43252,45652,48304,46980,45651,43033,39587,35479,31842
11/25/2014,28771,27039,25922,25635,25914,27637,33393,39682,43975,45548,45215,44624,42435,42190,43456,44894,47284,49720,48589,47122,44005,40363,36261,32820
11/26/2014,29659,27708,26905,26400,26732,28576,34490,40956,45780,47605,47841,47456,44476,44308,46015,46951,48987,50659,49487,47915,45012,41175,37192,33468
11/27/2014,30041,28279,27315,26994,27223,29079,34850,41386,45960,47606,47665,47233,44430,44115,45609,46593,48404,50258,48928,47729,44669,41057,36968,33168
11/28/2014,29342,27506,26550,26206,26407,28186,34040,40583,45048,46952,46840,46798,43894,43044,44636,45364,47132,49026,47584,46107,43054,39719,35927,32514
11/29/2014,29537,27314,26157,25703,25527,26276,28772,31935,34992,37165,37064,36423,34967,33005,32916,33256,35055,38498,38675,38517,35940,32948,30274,28159
11/30/2014,25477,23648,22611,21878,21545,22149,23360,24239,26203,28582,30066,30607,30668,28605,27534,27859,29779,32864,33649,34091,33082,31028,28686,25992
12/1/2014,23724,22415,21722,21490,22196,24699,30994,37681,42725,44676,44754,44725,41880,41623,43029,44058,46283,48385,47067,45739,42946,39543,35409,31946
12/2/2014,28728,27150,26141,25833,25816,27582,33299,39779,44345,46055,46148,46147,43662,42805,44209,44951,46768,48869,47573,46108,43068,39487,35610,32391
12/3/2014,28896,27040,26350,25843,26279,28081,33865,40515,45167,46522,46115,46142,43585,43119,44421,45334,47313,49344,48038,46811,44115,40268,35998,32752
12/4/2014,29451,27460,26396,26038,25930,27954,33809,40006,44353,45720,45440,45875,43121,42578,44221,45451,47883,49693,48082,46709,44053,40519,36334,32189
12/5/2014,29617,27598,26441,26119,26408,27968,33747,40207,44259,46011,46436,45900,43631,42790,43649,44594,46546,48908,47985,46620,43577,40066,36518,32970
12/6/2014,29998,27753,26904,26468,26395,27050,29500,33177,36036,38132,37332,36753,34983,33958,33272,33883,35968,39628,40198,39951,37746,34830,32122,29308
12/7/2014,26681,24495,23288,22749,22601,23169,24359,25535,27437,29925,31072,31636,31245,29715,28967,29433,31073,34967,35803,36041,34837,33172,30695,27857
12/8/2014,25207,23169,22213,21855,21867,22612,24326,25782,27837,30538,31821,32440,32135,30370,29783,29736,31682,35608,36520,36983,35751,34117,31368,28037
12/9/2014,25258,23539,22863,22498,22934,25136,32182,39353,44111,46380,47015,47531,45049,43976,45217,45623,47909,50539,49457,48130,45007,41306,36847,33116
12/10/2014,29896,27934,26943,26675,26982,28854,35030,41852,46565,48369,48453,48609,45871,45250,45925,46324,48764,51458,50296,48591,45847,42238,37677,33671
12/11/2014,30397,28244,27341,27058,27355,29202,35511,42261,46890,48313,48202,48043,44853,44088,45056,46174,48052,51018,50202,48835,45848,42391,38018,34029
12/12/2014,30449,28423,27594,27167,27186,28574,34042,40338,44490,46191,46109,45716,42733,42287,42794,43659,45769,48618,47596,46122,43160,39746,35643,31855
12/13/2014,28043,25938,24753,24189,24244,25357,29062,33427,36487,38728,39560,38191,35992,33863,33791,34215,36425,40354,40561,40299,37964,34830,32042,29292
12/14/2014,26296,24162,23039,22451,22247,22753,24003,25406,27509,30238,31688,31966,31625,29603,28988,29659,31702,35279,35840,36130,35206,33337,30654,27416
12/15/2014,24678,22928,22366,22085,22637,25048,31971,39704,44453,46409,46407,45744,43110,43259,45059,46073,48115,50268,48599,47022,44349,40799,36639,32756
12/16/2014,29864,27856,26782,26509,26807,28811,34905,42138,46780,48459,48506,48494,45791,44802,46121,47059,49031,50733,49757,47937,45070,41586,36961,32906
12/17/2014,29780,27509,26514,26293,26534,28584,34737,41909,46181,47470,47407,47366,43997,43718,45304,46067,48183,50374,49164,47772,45251,41937,37384,33331
12/18/2014,29871,27669,26600,26256,26388,28291,34184,41293,45363,46900,46255,45616,43001,42489,43871,44782,46636,49507,48268,46767,43940,40646,36229,32187
12/19/2014,28923,26731,25589,25332,25558,27420,33463,40190,44456,46097,45520,45010,42292,41586,42763,43258,44908,47629,46752,45381,42370,39190,34962,31209
12/20/2014,27745,25543,24282,23760,23641,24391,27359,31508,34046,36044,35665,34264,32826,31677,32010,32465,34590,38462,39094,38990,36874,34425,31624,28921
12/21/2014,26122,24117,22744,22072,21850,22450,24263,25872,28058,30793,31931,32314,31600,29892,29597,30095,31607,35742,36661,37078,36077,34152,31619,28508
12/22/2014,25180,23074,22170,21923,22032,24022,29692,35923,40865,42984,42770,42480,40115,39525,40475,40918,42565,45485,44710,43465,40957,38215,34189,30121
12/23/2014,26510,24490,23432,22927,23199,25186,30028,35976,40137,42304,41659,40757,38834,38129,39418,40184,41821,44406,44154,42700,40170,37093,33376,29453
12/24/2014,25837,23273,21941,21537,21663,22721,25958,29639,32589,34830,34777,34005,32659,31278,31398,31623,33328,36848,36995,36132,32813,29881,27893,25849
12/25/2014,23675,21898,20163,19094,18746,19233,20376,21393,22685,25024,27224,27994,27523,24549,22729,22590,24183,27872,28395,28820,28592,27741,25972,23847
12/26/2014,21723,20085,19176,18850,18738,19222,20530,21452,22604,24892,26658,27537,27633,25290,24421,24610,26031,30102,30874,31360,30932,29551,27510,24927
12/27/2014,23100,21075,20020,19616,19779,20823,23197,25519,28013,30862,31584,31625,31375,30254,30666,31166,33217,36778,37445,37368,35201,32848,29739,26747
12/28/2014,23848,21809,20729,20112,20095,20572,21900,23357,24794,27745,30137,31307,31563,29637,28606,28498,29926,33982,35127,35603,34327,32511,29867,26901
12/29/2014,23901,21988,20926,20583,20847,22255,26143,30547,34909,38433,39919,40460,39279,37779,37432,37469,38732,42601,42416,41630,39182,36427,32687,28810
12/30/2014,25366,23358,22302,21907,22048,23498,27386,32330,36213,39798,41363,41481,40433,38664,38394,38262,39509,43170,43199,42126,39488,36571,32867,29566
12/31/2014,25958,23689,22474,21983,21981,23127,25843,29166,32424,36392,37496,37448,35473,34422,33449,33143,34591,39034,39071,37262,33919,30884,29022,27739
1/1/2015,26278,25056,23342,21868,20985,20976,21805,22177,22770,25248,27811,29897,30188,28348,26710,26158,26959,31081,32295,32872,32201,30981,28713,25718
1/2/2015,23878,21880,20745,20346,20541,21919,25383,28891,32304,35439,36465,36908,36084,34311,34121,34439,36066,40528,41075,40730,38419,35513,31727,28178
1/3/2015,24817,22598,21360,20808,20790,21729,24060,26983,29600,32556,33338,32827,32079,30929,30022,30359,32129,36820,37999,38107,35982,33336,30267,27247
1/4/2015,24440,22196,20980,20411,20310,20726,21929,23301,24818,27385,28907,29849,29552,28135,27173,26965,28082,32589,34234,34830,33737,31802,29357,26304
1/5/2015,24007,21994,20901,20485,20677,22004,25278,29134,32584,35362,36557,36756,35725,34463,33502,33666,34990,39519,40522,40087,37778,34920,31489,28123
1/6/2015,25131,22881,21738,21160,21192,21725,23290,24804,26374,28960,30988,32439,31826,29646,28341,28360,29568,34179,36013,36226,35156,33160,30353,26989
1/7/2015,24407,22510,21612,21472,21913,23924,30403,37694,42736,45819,46260,46147,43526,43043,44068,44800,46090,48968,47989,46508,43648,40220,35570,31674
1/8/2015,28412,26319,25254,24905,25203,26975,32755,40307,44843,47011,47053,46574,43911,43965,44559,44742,45805,48686,47996,46579,43562,40117,35586,31859
1/9/2015,28931,26715,25724,25454,25769,27346,32809,40054,45123,47353,47076,46730,44268,43673,43945,44058,44838,47673,47337,45878,42971,39214,35141,31638
1/10/2015,28131,26172,25162,24488,24503,25304,27853,32134,34542,37076,37144,36335,34847,33537,32622,32252,32965,37074,38733,38578,36286,33577,30836,28211
1/11/2015,25557,23688,22749,22048,21755,22315,23608,24970,26516,28953,30583,31494,31276,29442,28461,27997,28804,32874,34389,34983,33767,32119,29605,26844
1/12/2015,24464,22770,21976,21946,22423,24788,31528,38976,43947,45941,46258,46401,43796,43423,43918,43355,44319,47647,47462,46169,43796,40518,36192,32435
1/13/2015,28973,26965,25993,25729,25883,27683,33555,40863,45761,47924,48250,47939,45028,44167,45420,45249,46440,49135,48727,47337,44370,40862,36498,32699
1/14/2015,29347,27225,26212,25960,26372,28368,34580,41763,46500,48327,48611,48199,45394,44368,45485,45621,46211,48796,48540,47176,44277,40769,36984,32637
1/15/2015,29765,28165,27169,26761,27150,29001,34835,41769,46325,48407,48363,47705,44328,43978,44964,45558,46343,49011,48864,47471,44621,41225,37015,33266
1/16/2015,29796,27801,26534,26112,26572,28312,34451,41621,46482,48605,48462,48200,45097,44085,44999,45348,46245,48631,48157,46728,43488,40002,36082,32496
1/17/2015,29384,27354,26077,25507,24848,25267,28065,32308,35614,38076,38433,38085,35974,33982,33054,32823,33536,37637,39209,39006,36671,33579,30961,28356
1/18/2015,25841,23717,22651,22012,21769,22247,23453,24905,26743,29598,31699,32620,32624,30830,29772,28820,29055,32504,34477,35208,34256,32552,29817,26899
1/19/2015,24390,22840,22151,22059,22562,24873,31751,39197,44240,46651,47059,46470,43374,43154,43841,44062,44891,47493,47411,46138,43957,40582,36073,32284
1/20/2015,29386,27539,26558,26272,26431,28250,34060,41494,45898,47798,48044,48062,45017,44092,45500,45765,46557,48574,48377,46964,44351,41127,36601,32997
1/21/2015,29730,27834,26834,26580,26902,28598,34403,41891,46373,48520,48850,47923,45609,45505,46757,47368,47860,49387,49114,47537,44969,41417,36758,32824
1/22/2015,29562,27841,26789,26487,26791,28585,34288,41639,46350,48585,48966,48797,46309,45427,46108,46438,47147,49027,48849,47567,44922,41628,37080,33180
1/23/2015,29793,28069,27016,26617,26763,28472,34513,41596,45924,48417,48924,48798,45547,44434,44756,44448,45286,47801,48104,46781,44002,40530,36249,32602
1/24/2015,29253,26878,25566,25119,25141,25795,28715,32468,35588,38090,38594,37637,35775,34120,33230,32571,32977,36746,39201,39164,36670,33925,31138,28521
1/25/2015,25921,23793,22684,22050,22006,22331,23714,24831,26987,29943,31411,31881,32178,29931,29135,28986,29096,32822,35307,35924,35140,33189,30305,27117
1/26/2015,24498,22725,22049,22085,22707,25092,31964,39250,44433,47480,48230,47938,45719,45363,46159,45939,45730,47961,48549,47068,44440,41293,36645,32628
1/27/2015,29174,27209,26159,25948,26279,28044,34238,41230,46200,48359,48422,47783,44689,44317,45640,46047,46638,48951,49605,48358,45574,42006,37435,32957
1/28/2015,29670,27638,26723,26493,26763,28560,34718,41841,46696,49697,50303,49944,46587,45918,46810,46429,46294,48503,49498,48079,45029,41568,37191,33074
1/29/2015,29885,28008,26883,26558,26834,28806,34803,41695,46771,48895,49786,49525,46095,44656,46232,47025,47822,49425,49620,48184,45143,41646,37114,33023
1/30/2015,29909,27918,26887,26546,26830,28611,34375,41289,46009,47969,48293,48491,45677,45377,46181,45751,45890,47552,48412,47090,43936,40461,36097,32673
1/31/2015,29591,27290,26036,25577,25395,26159,28784,32808,35714,39499,40295,39737,38344,35930,34763,34012,34421,37359,39797,39665,37223,34397,31485,28839
2/1/2015,26328,23999,22896,22370,22191,22734,23996,25109,27240,30712,32390,32353,31965,31023,30097,29584,28802,31777,35241,35917,34714,33024,30328,27223
2/2/2015,24536,22888,22313,22169,22851,25360,31947,39048,44366,46979,47128,46626,44295,43783,45052,44943,44557,46374,47954,46935,44346,41265,36920,32952
2/3/2015,29531,27580,26557,26146,26420,28382,34393,41459,46571,49023,49596,49740,46329,45038,46289,46861,47454,48714,49475,47847,44737,41522,36916,32725
2/4/2015,29088,27335,26429,26233,26460,28405,34228,41002,46118,48084,47894,47751,44768,43342,44830,45198,46076,48014,49008,47556,44905,41752,37258,33244
2/5/2015,29719,27762,26946,26726,27079,29062,34988,41740,47057,49209,49752,49574,46634,45824,46967,47736,48341,49480,50019,48620,45598,42050,37724,34005
2/6/2015,30455,28341,27508,26837,27019,28800,33986,39910,44376,47331,47747,47013,44720,43941,44555,45179,45691,47048,48649,47610,44609,41286,37132,33494
2/7/2015,29917,27831,26770,26216,25900,26660,29372,33136,36717,39383,40250,39614,37856,35873,34604,34618,34963,37781,41320,41483,38875,35701,33130,30401
2/8/2015,27770,25529,24208,23354,23143,23648,24822,25801,28665,32043,33800,34576,33955,31619,29985,30022,30212,33100,36992,37946,36804,34817,31888,28585
2/9/2015,25878,24227,23540,23263,23802,26407,33119,39833,46186,49956,50651,51143,48590,47931,48017,47342,46742,47734,49956,48555,45370,41725,36985,33323
2/10/2015,30038,27992,27012,26692,27039,28828,35204,41433,47537,50941,51166,50937,48094,47330,47970,47650,46722,47186,49888,48939,45877,42265,37828,34086
2/11/2015,30552,28500,27397,27109,27457,29253,35267,41662,47459,49890,50440,50139,47366,46261,46783,46347,46049,46851,49608,48609,45915,42349,38011,34163
2/12/2015,30698,28713,27700,27347,27553,29366,35273,41673,46739,48790,48868,48269,45777,45175,45705,46230,45906,46584,49022,48138,45425,41940,37761,33867
2/13/2015,30663,28346,27234,26898,27104,28965,34728,41210,46642,48657,48531,48249,46195,45011,45512,45609,45617,46677,48846,47816,45009,41456,37369,33913
2/14/2015,30360,28228,26776,26188,25994,26660,29414,32801,36626,39383,40352,39432,37590,35750,34768,34469,34378,36620,40607,40727,37907,34835,32067,29603
2/15/2015,27134,25204,23775,23025,22831,23173,24280,25141,27833,30576,31982,32633,32793,30398,29577,29445,29756,32020,35939,36840,35733,33976,31132,28025
2/16/2015,25087,23625,22818,22687,23301,25672,31968,38328,44092,46303,46351,46193,44001,44094,45488,45732,45753,46133,48119,47220,44244,40862,36728,33088
2/17/2015,29859,28024,26752,26277,26614,28475,34091,39832,45666,48007,47906,47872,45041,43791,44311,44428,44291,44709,47827,47375,44849,41438,37221,33511
2/18/2015,29920,28096,26849,26520,26842,28848,34456,40456,46157,48492,48750,48686,45839,44848,45551,45506,45505,45464,48446,47636,45247,41978,37525,33718
2/19/2015,30311,28329,27606,27326,27496,29379,35206,41092,46578,48686,48997,48362,45488,44878,45730,45764,45473,45468,48587,47946,45205,42148,37892,34199
2/20/2015,30704,28698,27421,27023,27429,29288,34894,40870,46628,48930,48736,47920,45295,44358,45028,45075,44797,44843,47908,47314,44403,40767,36592,32993
2/21/2015,29674,27713,26567,25937,25595,26300,29088,32467,36488,39037,40035,40188,38342,36718,34885,34186,34995,36686,40115,40361,37805,34683,31971,29561
2/22/2015,27015,25088,23711,22933,22805,23201,24369,25106,27254,30382,32147,32882,32701,30418,29363,29312,29134,30253,34799,36312,35450,33590,30734,27745
2/23/2015,25292,23829,23100,22815,23186,25732,32556,38563,44457,46543,46153,46293,43582,43580,45304,45747,45452,45408,47976,47421,44659,41249,37126,33336
2/24/2015,29756,27764,26901,26629,26900,28859,34345,40551,46502,48669,48507,48383,45965,45535,46171,46661,46928,47127,49044,48316,45217,41948,37508,33736
2/25/2015,30549,28739,27709,27212,27430,29255,35258,40918,46225,48505,48307,47407,45808,45215,45691,46275,46125,46199,49004,48399,45434,41989,37757,33953
2/26/2015,30691,28861,27596,27115,27341,29283,34973,40883,46010,47868,47534,47479,44747,43880,44644,44485,44650,44491,47334,47305,44521,41193,37318,33541
2/27/2015,30671,28883,27779,27160,27323,29110,34738,40474,45933,48168,48034,47449,45266,44535,44859,44214,44370,44198,47329,47235,44218,40730,36855,33227
2/28/2015,29826,27476,26207,25821,25875,26423,28799,31888,36072,38744,38539,37417,35874,33618,32687,32751,32627,33686,38275,39508,36993,34280,31639,28860
3/1/2015,26465,24446,23309,22611,22372,22995,23740,24706,27693,30048,31237,31115,31111,29598,29512,29070,28436,29002,33861,35732,34741,33113,30382,27478
3/2/2015,24877,23251,22528,22480,23125,25636,31913,37949,43204,45353,45260,45524,43073,42856,44312,44680,44207,43363,45634,45961,43560,40544,36427,32901
3/3/2015,29928,27887,26597,26333,26425,28460,33786,39609,44668,45830,44996,44415,42015,42313,43724,44007,43758,43108,46125,46746,44310,40779,36560,32888
3/4/2015,29546,28021,27138,26562,27050,28906,33646,39750,44799,46888,46802,46761,44517,43402,44822,45144,45687,45501,47199,46612,43783,40423,36375,32688
3/5/2015,29806,27920,27042,26884,27276,28920,34138,39719,44494,47264,47948,47812,44919,43815,44718,44811,44635,43945,46523,46924,43917,40686,36467,32716
3/6/2015,29657,27619,26662,26545,26946,28625,33457,39546,45289,47540,48034,47879,45462,44751,45186,45018,44328,43328,45513,46178,43192,39908,35813,32197
3/7/2015,28947,27026,25909,25467,25354,26256,27978,31136,35489,37866,38098,37776,35957,33929,32769,32579,32501,33208,37398,39149,36417,33383,30877,28142
3/8/2015,25740,23761,22556,22013,21875,22546,22868,24203,27873,30960,32284,32790,32070,30339,29253,28844,27661,28465,32488,34615,33663,31734,29314,26504
3/9/2015,23982,22568,21815,21731,22277,24660,30291,36592,42613,45415,45417,45348,43033,42979,44040,43762,43450,42583,44870,45917,43566,40089,35695,32118
3/10/2015,28740,26859,25917,25589,25914,27812,32637,38767,44474,45865,45969,45621,42682,42548,43725,44035,43670,42854,45123,46241,43772,40620,36569,32622
3/11/2015,29744,28114,26918,26317,26589,28499,33238,39318,44261,46318,46737,46349,43538,43471,44377,44437,44127,43134,45863,46854,44119,40772,36788,32921
3/12/2015,29732,27835,27039,26585,27074,28866,33539,39880,45242,47288,47433,47420,45110,44077,44781,45018,44315,43432,45838,47360,44711,41286,37173,33228
3/13/2015,30037,28015,26876,26646,26868,28631,33229,39754,45199,46765,46652,45944,43075,42301,42980,42875,42554,41952,44822,46574,43618,40297,36449,32644
3/14/2015,29439,27399,26214,25672,25492,26254,27776,31330,35008,37188,37037,36357,34554,33381,32626,32499,32415,33025,37241,39672,37414,34384,31573,28684
3/15/2015,25959,23939,22725,22311,22007,22391,22481,23835,26831,29607,31187,32048,31867,29644,28787,28592,28312,29433,33418,35569,34203,32299,29665,26698
3/16/2015,24502,23175,22571,22314,22739,25035,30839,37697,43557,45775,46476,46580,44443,43679,44996,45302,45336,44696,45809,46039,43335,40034,35753,32160
3/17/2015,29049,27236,26230,25924,26151,28043,32832,39060,44056,46302,46673,46710,43996,42901,43611,43918,43834,43558,45325,46679,43983,40612,36360,32534
3/18/2015,29454,27707,26726,26284,26611,28464,32862,39431,44919,46799,47171,46989,44496,44018,44898,44687,44184,42816,44664,46593,43771,40692,36415,32493
3/19/2015,29470,27657,26653,26345,26717,28449,32437,38946,43408,45176,45636,45310,42536,41855,42701,42327,41896,40862,43348,45617,43005,40109,36571,32813
3/20/2015,29344,27245,26432,26239,26366,28002,32410,38581,43866,45222,45273,45561,42849,41908,41336,40932,42190,41435,43795,45879,43133,39874,35763,32406
3/21/2015,29716,27847,26590,25987,25867,26517,27707,31195,34727,36321,37144,36445,34895,33207,33013,32274,32225,33094,36833,39091,37030,34007,31264,28694
3/22/2015,26066,24016,22705,22286,22075,22537,22790,23899,26888,29348,31142,32468,31490,29190,28998,28804,28281,28934,32369,35282,34314,32301,29641,26862
3/23/2015,24282,22688,22010,21860,22454,24771,29608,36437,42313,44612,44485,44300,42986,42395,43001,43283,42803,41606,43170,45193,42946,39549,35393,31663
3/24/2015,28635,26898,25725,25331,25536,27269,31207,37787,43604,45628,45447,45597,43216,42569,43440,44071,44402,43525,45290,46301,43643,40280,36083,32346
3/25/2015,29456,27802,26888,26693,26936,28542,32961,39187,44573,46638,46999,46788,44354,43464,44594,45101,45119,44981,46042,46799,44005,40832,36407,32892
3/26/2015,29679,28084,27234,26875,27271,29024,32920,39232,44223,46091,46317,46616,44016,42991,44100,44053,43627,43072,44408,45994,43179,40061,36097,32724
3/27/2015,29679,27899,26630,26197,26518,27963,31574,37827,42859,44819,45300,43817,41901,41512,42482,42014,41546,40701,42065,44601,41750,38398,35012,31883
3/28/2015,28834,26858,25661,25071,25068,25497,26570,30665,34406,36598,37101,36704,35116,33232,32005,31576,31373,31375,34122,38024,35779,32568,30014,27282
3/29/2015,25101,23204,,22366,21913,22006,22698,22944,25601,28179,29270,29698,30123,28770,28037,27364,26189,25894,26667,29973,32905,31632,29452,26820
3/30/2015,24349,22685,21941,21888,22427,24336,30040,35724,41317,43352,43398,43436,41843,41471,42646,43051,42494,40955,39775,41339,42561,39541,35808,32002
3/31/2015,28869,26631,25734,25365,25740,27795,32642,37855,42869,44808,45336,45570,43223,42798,42999,43417,42427,40918,39995,42056,43820,40871,36976,33222
4/1/2015,29574,27392,26325,25984,26198,27977,33053,38393,43738,45183,45573,45133,43049,42806,43576,43017,42475,41092,40131,41894,43812,41067,37375,33604
